id;name;gender;birthday;email;phoneNumber;school;job;major;level;
584;Angelina;M;1980-10-16;99kwbw@gmail.com;01077124476;pyyfql Univ;S;Y;1
585;Annabelle;M;2007-09-30;kut86g@gmail.com;01036488723;lwdwld Univ;D;Y;0
586;Anner;M;2007-11-25;zxmfxv@gmail.com;01070096665;pymlrn Univ;D;N;2
587;Arie;F;1987-01-05;lxqxhg@gmail.com;01018234912;alkydb Univ;S;Y;4
588;Clarice;F;1970-08-05;3tyaeb@gmail.com;01060372752;rosjcl Univ;D;Y;0
589;Corda;F;1998-10-28;eamd6r@gmail.com;01020534769;mqfkbv Univ;N;N;3
590;Corrie;M;2005-07-18;oqjuq6@gmail.com;01050587132;xqobcq Univ;D;N;2
591;Dell;F;1973-12-23;em0ysv@gmail.com;01041324956;vcaqry Univ;D;Y;0
592;Dellar;M;1981-04-07;ru8k6o@gmail.com;01071016431;pfuyww Univ;N;N;4
593;Donie;M;1960-11-03;v4wy9u@gmail.com;01045598172;rhahzs Univ;S;Y;2
594;Doris;M;1960-07-12;727wnz@gmail.com;01025256271;ryscmy Univ;D;Y;4
595;Elda;M;1998-12-19;a4ar8d@gmail.com;01021665311;ibrqcl Univ;S;Y;2
596;Elinor;F;1984-08-20;356mpj@gmail.com;01073588032;wexaro Univ;N;Y;0
597;Emeline;F;1967-06-10;6uqz97@gmail.com;01048306302;uxvctd Univ;D;Y;3
598;Emilia;F;1986-09-26;ycuefu@gmail.com;01067018234;yovnre Univ;N;N;5
599;Esta;F;1981-05-16;jnfjji@gmail.com;01051298115;copunp Univ;N;Y;4
600;Estell;M;2000-03-10;tprj7j@gmail.com;01066913115;iybmyz Univ;N;Y;4
601;Etha;M;1969-01-13;dddyz4@gmail.com;01084358568;uesyof Univ;N;Y;5
602;Fred;F;1972-08-30;71i7ku@gmail.com;01083302162;xztlcp Univ;S;Y;5
603;Hope;M;1960-01-24;5x4ipu@gmail.com;01036231966;atgxli Univ;S;N;1
604;Indiana;M;1996-02-08;m5ep8i@gmail.com;01097193325;qxmzce Univ;N;Y;1
605;Ione;F;2016-01-27;a5smty@gmail.com;01072798198;zwptbd Univ;N;N;0
606;Jettie;M;1973-03-18;ul8o5o@gmail.com;01026089090;vznokf Univ;N;N;0
607;Johnnie;F;2010-09-03;znma4y@gmail.com;01092424464;xxxffg Univ;N;N;0
608;Josiephine;F;2003-11-08;iypq9g@gmail.com;01028720611;mudmqf Univ;S;N;3
609;Kitty;M;1977-01-12;m5nz4u@gmail.com;01038762134;vsfqjs Univ;S;N;0
610;Lavina;M;1988-05-23;jrxivy@gmail.com;01060257842;onjupi Univ;S;N;5
611;Leda;M;1989-09-12;bj1662@gmail.com;01099473315;uvyoyv Univ;D;N;3
612;Letta;M;1962-04-17;a4csip@gmail.com;01029038875;jfrwri Univ;D;Y;3
613;Mahala;M;1971-02-08;u51l8a@gmail.com;01030382393;jftumq Univ;N;Y;3
614;Marcia;F;1985-08-13;jt13fc@gmail.com;01014509398;uxtxhu Univ;N;Y;0
615;Margarette;M;2014-10-21;hvv4o3@gmail.com;01081350046;ktakfu Univ;N;N;5
616;Maudie;M;2007-07-20;ug52dx@gmail.com;01080198289;skhaia Univ;N;Y;0
617;Maye;M;1965-11-24;726lpv@gmail.com;01012515922;fwozon Univ;S;Y;2
618;Norah;M;2020-10-02;ubjyo9@gmail.com;01019097969;ecvter Univ;N;N;1
619;Oda;F;2005-06-27;8n06bw@gmail.com;01035115818;akfmyt Univ;D;N;3
620;Patty;F;1977-04-11;u5elz3@gmail.com;01057573814;zmxile Univ;S;N;1
